Title,Year,Revenue,Rating,Critics ratings,Season,budget,genres,cast_popularity,critics_missing,log_revenue,log_budget,revenue_class
Kdyz se zhasne,2026,1317152,6.4,55.0,unknown,0.0,Comedy,0.6610730373036245,1,14.090983147098573,0.0,Low
Mutluyuz Mu?,2026,1283831,4.4,55.0,unknown,0.0,Comedy,0.6610730373036245,1,14.065359913550102,0.0,Low
Ne Zha 2,2025,2267446370,7.9,58.0,winter,80000000.0,"Animation, Fantasy, Adventure",0.71230296024542,1,21.54192008851621,18.197537205138154,High
Zootopia 2,2025,1866647950,7.4,58.0,fall,150000000.0,"Animation, Family, Mystery, Adventure, Comedy",1.152756088880211,1,21.347410119719143,18.826145858727198,High
Avatar: Fire and Ash,2025,1485999890,7.3,58.0,winter,350000000.0,"Science Fiction, Adventure, Fantasy",0.844466873299632,1,21.119353709890696,19.673443715304877,High
Lilo & Stitch,2025,1038027526,6.7,58.0,spring,100000000.0,"Family, Science Fiction, Comedy",0.3591023907605544,1,20.760588140606302,18.420680753952364,High
A Minecraft Movie,2025,960387780,5.6,58.0,spring,150000000.0,"Family, Fantasy, Comedy, Adventure",0.6103059659162303,1,20.68284769940661,18.826145858727198,High
Jurassic World: Rebirth,2025,869146189,5.8,58.0,summer,82500000.0,Comedy,0.7982584496190753,1,20.58302189692905,18.228308863426122,High
Demon Slayer: Kimetsu No Yaiba Infinity Castle,2025,741234628,8.4,58.0,fall,82500000.0,Comedy,0.7982584496190753,1,20.42382777146761,18.228308863426122,High
How to Train Your Dragon,2025,636838165,7.7,58.0,summer,150000000.0,"Fantasy, Family, Action, Adventure",1.0056000980608801,1,20.2720261247437,18.826145858727198,High
F1: The Movie,2025,634042436,7.6,58.0,summer,82500000.0,Comedy,0.7982584496190753,1,20.26762644549266,18.228308863426122,High
Superman,2025,618723803,7.0,58.0,summer,225000000.0,"Science Fiction, Adventure, Action",0.5857294915034255,1,20.24316953398124,19.23161096461314,High
Mission: Impossible - The Final Reckoning,2025,598767057,7.1,58.0,spring,400000000.0,"Action, Thriller, Adventure",0.6027683919432598,1,20.210383195636403,19.806975107572256,High
Wicked: For Good,2025,539618651,6.6,58.0,fall,150000000.0,"Fantasy, Adventure, Romance",0.1377763551863435,1,20.106373248045912,18.826145858727198,High
The Fantastic Four: First Steps,2025,521858728,6.8,58.0,summer,82500000.0,Comedy,0.7982584496190753,1,20.07290747511928,18.228308863426122,High
Detective Chinatown 1900,2025,500282092,6.0,58.0,winter,0.0,"Comedy, Mystery, Action",1.2472605443268503,1,20.03068268329338,0.0,High
The Conjuring: Last Rites,2025,499156445,6.2,58.0,fall,55000000.0,Horror,0.7863971727186051,1,20.028430123617046,17.822843761378564,High
Dead to Rights,2025,422785908,7.7,58.0,unknown,82500000.0,Comedy,0.7982584496190753,1,19.862376483590403,18.228308863426122,High
Captain America: Brave New World,2025,415101577,5.6,58.0,winter,180000000.0,"Action, Thriller, Science Fiction",0.5296845401210445,1,19.844033814509658,19.00846741441004,High
The Housemaid,2025,399250248,6.7,58.0,winter,35000000.0,"Mystery, Thriller",0.43451741033380753,1,19.805098968728583,17.370858648025116,High
Thunderbolts*,2025,382436917,7.1,58.0,spring,180000000.0,"Action, Science Fiction, Adventure",0.7244493320511177,1,19.762074277368583,19.00846741441004,High
Sinners,2025,370189632,7.5,58.0,spring,90000000.0,"Horror, Action, Thriller",0.39031242391616383,1,19.72952595392982,18.31532023940565,High
Final Destination: Bloodlines,2025,317854739,6.7,58.0,spring,82500000.0,Comedy,0.7982584496190753,1,19.577105043930167,18.228308863426122,High
731,2025,274090081,3.3,58.0,fall,82500000.0,Comedy,0.7982584496190753,1,19.428967376743863,18.228308863426122,High
Weapons,2025,269972492,7.4,58.0,summer,38000000.0,"Horror, Mystery",0.7727193141082481,1,19.413830633994976,17.453096744006448,High
Now You See Me: Now You Don't,2025,243950780,5.9,58.0,fall,90000000.0,"Crime, Thriller",1.2550150673317404,1,19.312477045696706,18.31532023940565,High
The Bad Guys 2,2025,239675234,7.0,58.0,summer,80000000.0,"Family, Comedy, Crime, Adventure, Animation",1.3038002309582635,1,19.294795377421273,18.197537205138154,High
Five Nights at Freddy's 2,2025,238569570,5.1,58.0,winter,36000000.0,"Horror, Thriller",0.535243476755103,1,19.290171528061904,17.399029524198163,High
One Battle After Another,2025,212918884,7.7,58.0,fall,175000000.0,"Thriller, Crime, Comedy",0.27389004743892453,1,19.176421829546495,18.980296537602072,High
Snow White,2025,205679463,2.2,58.0,spring,0.0,"Animation, Family, Fantasy",0.1836152272700859,1,19.141829514928624,0.0,High
Marty Supreme,2025,191352159,7.7,58.0,winter,65000000.0,"Drama, Thriller",0.18523146597372067,1,19.069626057987588,17.989897843244528,High
Predator: Badlands,2025,184561056,7.2,58.0,fall,105000000.0,"Action, Science Fiction, Adventure",1.0136360879912758,1,19.03349089894818,18.46947091764561,High
The SpongeBob Movie: Search for SquarePants,2025,169150377,5.7,58.0,winter,64000000.0,"Adventure, Animation, Comedy, Family, Fantasy",1.0831550405294115,1,18.94629868789142,17.974393656948944,High
Detective Conan: One-Eyed Flashback,2025,166061012,6.7,58.0,spring,0.0,"Animation, Action, Mystery, Crime",2.5203919973527946,1,18.9278658269843,0.0,High
Chainsaw Man - The Movie: Reze Arc,2025,162431116,8.3,58.0,fall,4100000.0,"Animation, Action, Romance, Fantasy",0.5994919118238032,1,18.905764574480404,15.226497775576945,High
Elio,2025,154291182,6.6,58.0,summer,150000000.0,"Adventure, Animation, Comedy, Family, Science Fiction",0.9307262179453658,1,18.854352173769424,18.826145858727198,High
Freakier Friday,2025,153176952,6.2,58.0,summer,42000000.0,"Comedy, Fantasy, Family",0.3316459641720006,1,18.84710436661712,17.553180200057167,High
28 Years Later,2025,151329249,6.6,52.0,summer,60000000.0,"Horror, Thriller, Science Fiction",0.40721788662152864,1,18.834968484594626,17.909855136853043,High
Dog Man,2025,146076772,6.3,52.0,winter,40000000.0,"Family, Comedy, Adventure, Animation, Action",1.1395716393584379,1,18.79964288393166,17.50439003707821,High
Tron: Ares,2025,142249983,6.1,52.0,fall,30000000.0,Comedy,0.7696914405427404,1,18.773096518492675,17.216707972959764,High
Bridget Jones: Mad About the Boy,2025,140433351,6.5,52.0,winter,50000000.0,"Romance, Comedy, Drama",0.7242185582386608,1,18.760243571203034,17.72753358339242,High
Ballerina,2025,140201236,6.8,52.0,summer,90000000.0,"Action, Thriller, Crime",0.8718156411755652,1,18.758589355635685,18.31532023940565,High
Dhurandhar,2025,137246897,8.3,52.0,winter,22500000.0,"Action, Crime, Thriller",0.3640803058418917,1,18.73729203700561,16.929025911619092,High
Anaconda,2025,135284070,5.6,52.0,winter,45000000.0,"Adventure, Comedy, Horror",0.9508850090242311,1,18.722887355241962,17.622173069956816,High
Kokuho,2025,134458139,7.6,52.0,fall,8000000.0,Drama,1.1469526958318368,1,18.71676348179927,15.894952224644102,High
Mickey 17,2025,133542263,6.7,52.0,spring,118000000.0,"Science Fiction, Comedy, Adventure",0.6878418222818926,1,18.709928569972014,18.586195190904515,High
Black Phone 2,2025,132248152,6.1,52.0,fall,30000000.0,"Horror, Thriller",0.8954416578106874,1,18.700190662631623,17.216707972959764,High
Smurfs,2025,124157356,4.3,52.0,summer,58000000.0,"Animation, Family, Fantasy",1.3889054575046262,1,18.637060327123642,17.87595358575207,High
Karate Kid: Legends,2025,117105466,6.3,52.0,spring,45000000.0,"Action, Adventure, Drama",0.5109555285078503,1,18.578585514070816,17.622173069956816,High
Hamnet,2025,106747990,7.8,52.0,fall,35000000.0,"Drama, Romance, History",0.5014102118376313,1,18.485981390223785,17.370858648025116,High
Materialists,2025,105649413,6.2,52.0,summer,20000000.0,"Romance, Drama",0.6608634786447288,1,18.47563675539477,16.811242881518265,High
Downton Abbey: The Grand Finale,2025,103546113,7.3,52.0,fall,50000000.0,"Drama, Romance",0.573428638039367,1,18.455527617337317,17.72753358339242,High
The Accountant 2,2025,103323366,6.6,52.0,spring,30000000.0,Comedy,0.7696914405427404,1,18.453374113736814,17.216707972959764,High
The Naked Gun,2025,102147396,6.3,52.0,summer,42000000.0,"Action, Comedy, Crime",0.450959429075662,1,18.441927396769113,17.553180200057167,High
The Amateur,2025,96000836,6.5,52.0,spring,60000000.0,"Thriller, Action",0.7817944120939564,1,18.379867468144102,17.909855136853043,High
Regretting You,2025,90452948,6.0,52.0,fall,30000000.0,"Romance, Drama",1.090219178574901,1,18.320340372922516,17.216707972959764,High
Buen Camino,2025,90337775,6.4,52.0,winter,28100000.0,"Comedy, Family, Adventure",0.30224654298937,1,18.319066269778336,17.151280169891162,High
A Working Man,2025,89400711,5.7,52.0,spring,40000000.0,"Action, Crime, Thriller",0.5680249959650177,1,18.308639204317846,17.50439003707821,High
David,2025,86385935,6.9,52.0,winter,60900000.0,"Animation, Family, Drama, Music",0.38810027518840073,1,18.274335442746764,17.924743749100486,High
The King of Kings,2025,83540177,6.8,52.0,spring,25200000.0,"Animation, Family, Fantasy, Drama, Adventure",2.700064103767478,1,18.240838247746858,17.04235459216419,High
Cheburashka 2,2025,81010090,5.2,52.0,unknown,30000000.0,Comedy,0.7696914405427404,1,18.21008428512415,17.216707972959764,High
Gabby's Dollhouse: The Movie,2025,80812764,5.5,52.0,fall,32000000.0,"Family, Comedy, Adventure, Animation",1.0090393608022201,1,18.20764549368664,17.281246492014,High
The Running Man,2025,69486523,6.4,52.0,fall,110000000.0,"Action, Thriller, Science Fiction",0.48033720587754286,1,18.056643392453548,18.5159909328476,High
The Monkey,2025,68871071,5.9,52.0,winter,10000000.0,"Horror, Comedy",0.47070476742260214,1,18.047746792958037,16.118095750958314,High
I Know What You Did Last Summer,2025,64808120,5.1,51.0,summer,18000000.0,"Horror, Thriller, Mystery",0.35784471005900703,1,17.98694147754417,16.705882371415992,High
The Long Walk,2025,62906882,6.7,51.0,fall,20000000.0,"Science Fiction, Thriller, Horror",0.3751794925065456,1,17.957166143346857,16.811242881518265,High
The Twilight Saga: Eclipse 2025 Re-release,2025,62114499,6.4,51.0,unknown,15000000.0,Comedy,0.7815580729307567,1,17.94449001401207,16.52356082573315,High
Den of Thieves: Pantera,2025,58371508,6.3,51.0,winter,15000000.0,Comedy,0.7815580729307567,1,17.882338469167205,16.52356082573315,High
Song Sung Blue,2025,58366737,7.2,51.0,winter,30000000.0,"Music, Romance, Drama",0.3873013814058898,1,17.88225673074599,17.216707972959764,High
Manitou's Canoe,2025,57840726,6.1,51.0,summer,0.0,"Comedy, Western",0.47682339422727343,1,17.873203704892084,0.0,High
Nuremberg,2025,56832629,7.4,51.0,fall,11800000.0,"History, Drama",0.8802275200019901,1,17.855621190576592,16.283610174181653,High
Star Wars: Episode III - Revenge of the Sith 20th anniversary,2025,55560312,6.4,51.0,unknown,15000000.0,Comedy,0.7815580729307567,1,17.832979709383864,16.52356082573315,High
Until Dawn,2025,54105064,5.7,51.0,spring,15000000.0,"Horror, Mystery",0.5755449037396896,1,17.806438362354875,16.52356082573315,High
The Roses,2025,51989385,6.6,51.0,summer,30000000.0,"Comedy, Drama",1.4008058009806843,1,17.766550140326707,17.216707972959764,High
One of Them Days,2025,51896264,6.5,51.0,winter,14000000.0,Comedy,0.48499624870152136,1,17.76475738022857,16.454567959008102,High
Taylor Swift: The Official Release Party of a Showgirl,2025,50062774,6.8,51.0,fall,15000000.0,Comedy,0.7815580729307567,1,17.72878827591135,16.52356082573315,High
Flight Risk,2025,48701987,5.2,51.0,winter,25000000.0,"Action, Thriller",1.177607007224436,1,17.701230408574887,17.034386422832473,High
Springsteen: Deliver Me from Nowhere,2025,45240624,6.6,51.0,fall,55000000.0,"Drama, Music",0.434989821810341,1,17.627506024324546,17.822843761378564,Low
Jujutsu Kaisen: Execution,2025,44457030,6.6,51.0,winter,15000000.0,Comedy,0.7815580729307567,1,17.610033685143193,16.52356082573315,Low
Black Bag,2025,43887905,6.7,51.0,spring,50000000.0,"Drama, Mystery, Thriller",1.2845893250667728,1,17.5971493503417,17.72753358339242,Low
Bugonia,2025,43646064,7.4,51.0,fall,50000000.0,"Science Fiction, Thriller, Comedy",0.5330001342052091,1,17.591623687274428,17.72753358339242,Low
The Wizard of the Emerald City,2025,43514205,6.4,51.0,unknown,15000000.0,Comedy,0.7815580729307567,1,17.58859801745764,16.52356082573315,Low
Nobody 2,2025,43285109,6.3,51.0,summer,25000000.0,"Action, Thriller, Comedy",0.5055120178695132,1,17.58331925392484,17.034386422832473,Low
Dracula,2025,42414609,5.7,51.0,fall,52000000.0,"Horror, Fantasy, Romance",0.3031840605956008,1,17.56300343632139,17.76675429577647,Low
Exit 8,2025,42096944,6.4,51.0,spring,1400000.0,"Horror, Mystery",0.9648845390720391,1,17.555485730698955,14.151983508870947,Low
The Phoenician Scheme,2025,40566381,6.6,51.0,spring,30000000.0,"Comedy, Adventure, Crime",0.5410863512168602,1,17.51845025200948,17.216707972959764,Low
No Other Choice,2025,40223568,7.5,51.0,winter,12200000.0,"Comedy, Crime, Thriller",0.8907351188826845,1,17.509963675318684,16.316946591670696,Low
Doraemon: Nobita's Art World Tales,2025,40180353,7.3,51.0,unknown,15000000.0,Comedy,0.7815580729307567,1,17.50888872766566,16.52356082573315,Low
Bring Her Back,2025,39410222,7.1,51.0,spring,15000000.0,Horror,0.3038283852063466,1,17.489535807617496,16.52356082573315,Low
M3GAN 2.0,2025,39083707,6.0,51.0,summer,15000000.0,"Action, Science Fiction, Thriller",0.36461843155071305,1,17.48121626293055,16.52356082573315,Low
Companion,2025,36969122,6.9,51.0,winter,10000000.0,"Horror, Science Fiction, Thriller",1.3098551001062626,1,17.42559360869474,16.118095750958314,Low
My Daughter Is a Zombie,2025,36966774,6.7,51.0,summer,0.0,"Comedy, Drama",0.25823717682768355,1,17.42553009421627,0.0,Low
Eternity,2025,35858277,6.9,51.0,fall,12000000.0,"Romance, Comedy, Drama",0.35894039102916564,1,17.39508500491018,16.300417291085605,Low
Warfare,2025,34902602,7.1,51.0,spring,20000000.0,"War, Action",0.429887449526973,1,17.36807196891859,16.811242881518265,Low
Roofman,2025,34835673,6.9,51.0,fall,18000000.0,"Crime, Comedy, Drama",0.6604535945012908,1,17.36615253461572,16.705882371415992,Low
Together,2025,34747399,6.7,51.0,summer,17000000.0,"Horror, Romance",0.7485437579208323,1,17.363615307032024,16.648723960844016,Low
Novocaine,2025,34536061,6.5,55.0,spring,18000000.0,"Action, Comedy, Thriller",0.6280841849608257,1,17.357514611444007,16.705882371415992,Low
Wolf Man,2025,34154366,5.6,55.0,winter,25000000.0,"Horror, Thriller",0.9699731981909783,1,17.34640101281868,17.034386422832473,Low
Tokyo Mer the Movie: Nankai Mission,2025,33931597,6.5,55.0,unknown,7800000.0,Comedy,0.7823286698178114,1,17.339857232615724,15.86963441986494,Low
Caught Stealing,2025,33251665,6.8,55.0,summer,40000000.0,"Crime, Thriller, Comedy",0.577047399599679,1,17.31961542907407,17.50439003707821,Low
Heart Eyes,2025,33129099,6.0,55.0,winter,18000000.0,"Horror, Comedy, Romance",0.3003048367688032,1,17.31592260819625,16.705882371415992,Low
Fredonia: The Movie,2025,31114453,5.5,55.0,unknown,7800000.0,Comedy,0.7823286698178114,1,17.253183028024967,15.86963441986494,Low
Pinocchio,2025,30846911,4.7,55.0,winter,0.0,"Music, Drama",0.8698427102238354,1,17.244547206060876,0.0,Low
Drop,2025,28744167,6.1,55.0,spring,0.0,Horror,0.7823286698178114,1,17.173945452456437,0.0,Low
Him,2025,27834512,5.0,55.0,fall,220000.0,"Comedy, Drama",0.6619318181818181,1,17.141787283488362,12.301387370778713,Low
School of Magical Animals 4,2025,27673636,6.5,55.0,fall,0.0,"Family, Fantasy",0.8092014418250402,1,17.135990785120306,0.0,Low
Red Rain,2025,27028224,6.5,55.0,summer,8000000.0,"War, History, Drama",0.13817016317016317,1,17.112392248319864,15.894952224644102,Low
Rental Family,2025,26670013,7.6,55.0,fall,0.0,"Drama, Comedy",0.3320028903405564,1,17.099050421092443,0.0,Low
Good Fortune,2025,26381842,6.5,55.0,fall,30000000.0,"Comedy, Fantasy",0.6814421892297209,1,17.088186566346078,17.216707972959764,Low
Mobile Suit Gundam GQuuuuuuX: Beginning,2025,26032533,6.9,55.0,winter,7800000.0,Comedy,0.7823286698178114,1,17.07485762144507,15.86963441986494,Low
The Chosen: Last Supper,2025,25064897,6.5,55.0,spring,48000000.0,"Drama, History, Adventure",1.0196896163845313,1,17.036978939251952,17.6867115897055,Low
Last Breath,2025,24823454,6.6,55.0,winter,23800000.0,"Thriller, Drama",0.873133029040391,1,17.027299530309246,16.98519618065851,Low
KPop Demon Hunters,2025,24619953,7.4,55.0,summer,100000000.0,"Fantasy, Music, Comedy, Animation",0.5607103402356047,1,17.01906781031916,18.420680753952364,Low
Yadang: The Snitch,2025,24508523,6.5,55.0,spring,9500000.0,"Crime, Action, Comedy, Drama, Thriller",0.7923833399063934,1,17.014531533372743,16.066802461833923,Low
Sentimental Value,2025,23829599,7.7,55.0,fall,7800000.0,Drama,0.24149293383985998,1,16.98643906336963,15.86963441986494,Low
The Woman in the Yard,2025,23311502,5.0,55.0,spring,12000000.0,"Horror, Mystery",1.229287282818546,1,16.964457487697754,16.300417291085605,Low
God Save the Tuche,2025,23311298,6.5,55.0,unknown,7800000.0,Comedy,0.7823286698178114,1,16.964448736614965,15.86963441986494,Low
A Big Bold Beautiful Journey,2025,22393413,6.0,55.0,fall,45000000.0,"Romance, Fantasy, Drama",0.5748089172566347,1,16.9242774557364,17.622173069956816,Low
Madly,2025,22007650,6.9,55.0,unknown,7800000.0,Comedy,0.7823286698178114,1,16.906900723590944,15.86963441986494,Low
The Strangers: Chapter 2,2025,21921749,4.7,55.0,fall,8000000.0,"Horror, Thriller",0.5032154759652828,1,16.902989852623808,15.894952224644102,Low
The Salt Path,2025,21633864,6.6,49.0,spring,0.0,Drama,0.47295462694971396,0,16.889770468975403,0.0,Low
The Poet,2025,21577556,6.5,55.0,winter,0.0,"Romance, Music",0.1314658892732386,1,16.887164304713057,0.0,Low
The Smashing Machine,2025,21131147,6.3,55.0,fall,50000000.0,"Drama, History, Action",0.33749321563212836,1,16.866258718452414,17.72753358339242,Low
Hamilton 2025 Re-release,2025,20943625,6.5,55.0,unknown,7800000.0,Comedy,0.7823286698178114,1,16.85734490982952,15.86963441986494,Low
Batya 2. Ded,2025,20557184,6.5,55.0,unknown,7800000.0,Comedy,0.7823286698178114,1,16.83872107283493,15.86963441986494,Low
August,2025,20320460,6.5,55.0,fall,0.0,"War, Drama, History",0.10868923309079873,1,16.827138867425084,0.0,Low
The Twilight Saga: Breaking Dawn - Part 2 2025 Re-release,2025,19996127,6.5,55.0,unknown,7800000.0,Comedy,0.7823286698178114,1,16.811049212775366,15.86963441986494,Low
My Pet Dragon,2025,19943144,6.5,55.0,fall,0.0,"Fantasy, Adventure",0.2236606004572629,1,16.808396033230483,0.0,Low
The Twilight Saga: Breaking Dawn - Part 1 2025 Re-release,2025,19774239,6.4,55.0,unknown,0.0,Comedy,0.6610730373036245,1,16.799890638515354,0.0,Low
The Life of Chuck,2025,19700844,7.3,67.0,summer,25000000.0,"Fantasy, Drama",0.7392481323159642,0,16.796172086189337,17.034386422832473,Low
1st Kiss,2025,19593569,7.0,55.0,winter,0.0,"Drama, Fantasy, Romance",1.5505717193588178,1,16.7907120091524,0.0,Low
The Secret Agent,2025,19240046,7.2,55.0,fall,5000000.0,"Crime, Drama, Thriller",0.22543635280350716,1,16.772504446026293,15.424948670398354,Low
Crayon Shin-chan the Movie: Super Hot! The Spicy Kasukabe Dancers,2025,18895412,6.6,55.0,summer,0.0,"Animation, Adventure, Comedy",1.3546701324571424,1,16.754429752161148,0.0,Low
Bakudan,2025,18254858,7.2,55.0,unknown,0.0,Comedy,0.6610730373036245,1,16.719941849130787,0.0,Low
Hitman 2,2025,17851699,5.5,55.0,winter,0.0,"Action, Comedy",1.0412366330275644,1,16.6976092997503,0.0,Low
Hypnosismic -Division Rap Battle- Interactive Movie,2025,17814569,8.1,55.0,winter,0.0,Comedy,0.6610730373036245,1,16.695527219767538,0.0,Low
Love Hurts,2025,17529487,5.3,55.0,winter,0.0,Horror,1.7666666666666666,1,16.679395049397293,0.0,Low
Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train 2025 Re-release,2025,17331880,6.4,55.0,unknown,0.0,Comedy,0.6610730373036245,1,16.668058195905605,0.0,Low
Once We Were Us,2025,17066869,7.0,55.0,winter,0.0,"Romance, Drama",0.8564316866996498,1,16.652649715333155,0.0,Low
366 Days,2025,16688523,6.4,55.0,winter,0.0,"Drama, Romance",1.2290665790252657,1,16.63023185553797,0.0,Low
Friendship,2025,16544104,6.6,72.0,spring,2000000.0,"Comedy, Drama",0.6462479848168665,0,16.62154040298195,14.508658238524095,Low
Death of a Unicorn,2025,16423464,5.8,55.0,spring,15000000.0,"Horror, Fantasy, Comedy",1.2076624585773195,1,16.614221662868815,16.52356082573315,Low
Jaws 2025 Re-release (50th Anniversary),2025,16172364,6.4,55.0,unknown,0.0,Comedy,0.6610730373036245,1,16.59881447936196,0.0,Low
Kraken,2025,16123243,5.3,55.0,spring,0.0,"Science Fiction, Adventure, Drama",0.3979389699526058,1,16.595772515491355,0.0,Low
Boss,2025,16060726,6.4,55.0,fall,0.0,"Comedy, Action",2.3524553063576445,1,16.59188753320429,0.0,Low
Alice in Wonderland,2025,16018429,6.4,55.0,fall,0.0,"Fantasy, Adventure, Music",0.37385485462537327,1,16.589250492305048,0.0,Low
Grand Prix of Europe,2025,15861878,5.8,55.0,summer,0.0,"Animation, Adventure, Comedy",0.5416592646253525,1,16.57942924130227,0.0,Low
Father There is Only One 5,2025,15724072,6.4,55.0,unknown,0.0,Comedy,0.6610730373036245,1,16.570703408097696,0.0,Low
